DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,DayOfWeek,Month,IsWeekend
2004-07-08 23:00:00,2.7,1302.0,137.0,16.6,1198.0,156.0,628.0,121.0,1934.0,1504.0,29.4,35.6,1.4383,23,Thursday,July,False
2004-08-08 00:00:00,1.5,963.0,137.0,7.4,872.0,65.0,767.0,69.0,1617.0,803.0,25.7,54.1,1.7546,0,Sunday,August,True
2004-08-08 01:00:00,1.1,918.0,137.0,5.8,805.0,43.0,816.0,55.0,1571.0,759.0,25.4,55.1,1.7628,1,Sunday,August,True
2004-08-08 02:00:00,0.8,868.0,137.0,4.5,736.0,32.0,894.0,39.0,1548.0,638.0,24.9,57.3,1.7822,2,Sunday,August,True
2004-08-08 03:00:00,0.9,886.0,137.0,4.6,744.0,32.0,869.0,39.0,1590.0,700.0,24.1,61.8,1.8339,3,Sunday,August,True
2004-08-08 04:00:00,0.6,813.0,137.0,2.4,609.0,22.0,1017.0,33.0,1473.0,615.0,23.9,61.2,1.7871,4,Sunday,August,True
2004-08-08 05:00:00,0.6,815.0,137.0,2.4,616.0,21.0,1080.0,29.0,1532.0,596.0,23.8,61.3,1.7881,5,Sunday,August,True
2004-08-08 06:00:00,0.7,815.0,137.0,2.6,627.0,27.0,1049.0,36.0,1518.0,650.0,23.4,61.7,1.7495,6,Sunday,August,True
2004-08-08 07:00:00,0.6,835.0,137.0,2.8,638.0,31.0,1024.0,38.0,1506.0,655.0,24.3,58.4,1.7508,7,Sunday,August,True
2004-08-08 08:00:00,1.0,921.0,137.0,4.5,738.0,46.0,901.0,47.0,1585.0,779.0,25.1,56.6,1.7798,8,Sunday,August,True
2004-08-08 09:00:00,1.2,963.0,137.0,5.2,774.0,62.0,839.0,64.0,1621.0,758.0,27.3,51.3,1.835,9,Sunday,August,True
2004-08-08 10:00:00,1.0,935.0,137.0,4.2,724.0,43.0,936.0,49.0,1574.0,598.0,29.5,45.9,1.8662,10,Sunday,August,True
2004-08-08 11:00:00,1.3,1007.0,137.0,4.8,751.0,53.0,849.0,64.0,1649.0,643.0,27.6,52.4,1.9055,11,Sunday,August,True
2004-08-08 12:00:00,1.4,1032.0,137.0,4.6,744.0,87.0,813.0,79.0,1695.0,778.0,25.4,68.0,2.1806,12,Sunday,August,True
2004-08-08 13:00:00,0.8,901.0,137.0,3.6,689.0,36.0,964.0,45.0,1543.0,522.0,32.2,40.3,1.8999,13,Sunday,August,True
2004-08-08 14:00:00,0.6,851.0,137.0,2.6,627.0,21.0,1129.0,30.0,1433.0,419.0,31.6,38.9,1.7838,14,Sunday,August,True
2004-08-08 15:00:00,0.7,877.0,137.0,3.0,655.0,27.0,1061.0,35.0,1471.0,444.0,33.0,37.3,1.8481,15,Sunday,August,True
2004-08-08 16:00:00,0.8,909.0,137.0,3.6,690.0,29.0,1039.0,37.0,1488.0,474.0,35.1,32.1,1.7841,16,Sunday,August,True
2004-08-08 17:00:00,0.9,908.0,137.0,4.1,715.0,38.0,988.0,46.0,1479.0,495.0,35.0,31.1,1.7173,17,Sunday,August,True
2004-08-08 18:00:00,1.0,926.0,137.0,5.0,763.0,41.0,949.0,54.0,1491.0,504.0,33.8,32.1,1.6596,18,Sunday,August,True
2004-08-08 19:00:00,1.5,1010.0,137.0,6.5,836.0,66.0,848.0,79.0,1577.0,616.0,31.1,38.8,1.7295,19,Sunday,August,True
2004-08-08 20:00:00,1.5,1031.0,137.0,7.3,868.0,63.0,798.0,79.0,1634.0,690.0,29.0,46.1,1.8141,20,Sunday,August,True
2004-08-08 21:00:00,1.7,1070.0,137.0,8.1,905.0,88.0,745.0,98.0,1702.0,846.0,28.1,50.6,1.8969,21,Sunday,August,True
2004-08-08 22:00:00,1.9,1124.0,137.0,10.4,992.0,87.0,660.0,93.0,1791.0,1013.0,27.1,54.7,1.9284,22,Sunday,August,True
2004-08-08 23:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,23,Sunday,August,True
2004-09-08 00:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,0,Wednesday,September,False
2004-09-08 01:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,1,Wednesday,September,False
2004-09-08 02:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,2,Wednesday,September,False
2004-09-08 03:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,3,Wednesday,September,False
2004-09-08 04:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,4,Wednesday,September,False
2004-09-08 05:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,5,Wednesday,September,False
2004-09-08 06:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,6,Wednesday,September,False
2004-09-08 07:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,7,Wednesday,September,False
2004-09-08 08:00:00,1.7,1066.0,137.0,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349,8,Wednesday,September,False
2004-09-08 09:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,9,Wednesday,September,False
2004-09-08 10:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,10,Wednesday,September,False
2004-09-08 11:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,11,Wednesday,September,False
2004-09-08 12:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,12,Wednesday,September,False
2004-09-08 13:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,13,Wednesday,September,False
2004-09-08 14:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,14,Wednesday,September,False
2004-09-08 15:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,15,Wednesday,September,False
2004-09-08 16:00:00,1.7,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,16,Wednesday,September,False
2004-09-08 17:00:00,3.4,1297.0,137.0,34.5,1654.0,86.0,848.0,89.0,1366.0,1611.0,22.7,33.0,0.8987,17,Wednesday,September,False
2004-09-08 18:00:00,4.0,1325.0,137.0,18.9,1266.0,477.0,926.0,188.0,1441.0,1543.0,32.4,19.8,0.9484,18,Wednesday,September,False
2004-09-08 19:00:00,4.7,1383.0,137.0,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,0.9235,19,Wednesday,September,False
2004-09-08 20:00:00,3.8,1254.0,137.0,18.1,1241.0,420.0,873.0,163.0,1463.0,1431.0,28.2,24.8,0.936,20,Wednesday,September,False
2004-09-08 21:00:00,2.8,1221.0,137.0,15.8,1174.0,344.0,874.0,155.0,1481.0,1413.0,26.8,28.9,1.0019,21,Wednesday,September,False
2004-09-08 22:00:00,2.6,1226.0,137.0,14.6,1138.0,307.0,862.0,146.0,1481.0,1419.0,25.1,32.3,1.0131,22,Wednesday,September,False
2004-09-08 23:00:00,2.0,1100.0,137.0,10.6,999.0,251.0,984.0,131.0,1361.0,1145.0,25.4,30.5,0.9722,23,Wednesday,September,False
2004-10-08 00:00:00,1.7,1147.0,137.0,9.6,964.0,165.0,668.0,60.0,1517.0,1116.0,20.6,62.0,1.4827,0,Friday,October,False
2004-10-08 01:00:00,1.2,1040.0,137.0,6.5,836.0,111.0,762.0,53.0,1423.0,974.0,20.3,62.5,1.472,1,Friday,October,False
2004-10-08 02:00:00,0.7,920.0,137.0,3.6,688.0,67.0,920.0,47.0,1317.0,820.0,20.5,62.1,1.4771,2,Friday,October,False
2004-10-08 03:00:00,0.7,931.0,137.0,3.3,670.0,67.0,931.0,47.0,1326.0,792.0,18.7,68.5,1.4586,3,Friday,October,False
2004-10-08 04:00:00,0.8,954.0,137.0,4.4,731.0,88.0,865.0,43.0,1360.0,839.0,18.2,70.3,1.4498,4,Friday,October,False
2004-10-08 05:00:00,0.9,981.0,137.0,5.5,790.0,147.0,817.0,47.0,1390.0,898.0,18.2,70.1,1.4552,5,Friday,October,False
2004-10-08 06:00:00,1.7,1147.0,137.0,10.8,1009.0,279.0,653.0,50.0,1589.0,1096.0,18.2,70.0,1.4519,6,Friday,October,False
2004-10-08 07:00:00,5.7,1606.0,137.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.4,66.5,1.4801,7,Friday,October,False
2004-10-08 08:00:00,4.3,1490.0,137.0,24.8,1424.0,592.0,465.0,75.0,2033.0,1604.0,19.5,66.9,1.4999,8,Friday,October,False
2004-10-08 09:00:00,3.9,1473.0,137.0,24.2,1409.0,557.0,483.0,87.0,1984.0,1637.0,21.1,61.1,1.5056,9,Friday,October,False
2004-10-08 10:00:00,5.1,1582.0,137.0,29.5,1539.0,693.0,435.0,128.0,2141.0,1827.0,23.2,54.7,1.5349,10,Friday,October,False
2004-10-08 11:00:00,3.7,1468.0,137.0,21.0,1323.0,530.0,496.0,105.0,1913.0,1641.0,24.4,52.5,1.5807,11,Friday,October,False
2004-10-08 12:00:00,3.3,1413.0,137.0,19.6,1285.0,412.0,518.0,101.0,1883.0,1505.0,26.4,45.8,1.553,12,Friday,October,False
2004-10-08 13:00:00,3.6,1400.0,137.0,21.2,1331.0,366.0,520.0,100.0,1916.0,1465.0,27.7,39.2,1.4356,13,Friday,October,False
2004-10-08 14:00:00,3.2,1361.0,137.0,18.0,1238.0,344.0,548.0,98.0,1805.0,1368.0,28.0,39.6,1.4738,14,Friday,October,False
2004-10-08 15:00:00,3.5,1389.0,137.0,20.5,1311.0,339.0,525.0,98.0,1845.0,1748.0,28.7,38.4,1.486,15,Friday,October,False
2004-10-08 16:00:00,2.4,1305.0,137.0,15.6,1167.0,297.0,586.0,98.0,1690.0,1301.0,28.5,39.4,1.5147,16,Friday,October,False
2004-10-08 17:00:00,2.9,1354.0,137.0,19.2,1275.0,294.0,543.0,90.0,1799.0,1338.0,28.4,39.8,1.5191,17,Friday,October,False
2004-10-08 18:00:00,2.3,1352.0,137.0,20.0,1296.0,211.0,534.0,84.0,1846.0,1337.0,26.4,45.9,1.5572,18,Friday,October,False
2004-10-08 19:00:00,3.1,1472.0,137.0,21.1,1327.0,323.0,497.0,101.0,1895.0,1516.0,25.2,49.5,1.5665,19,Friday,October,False
2004-10-08 20:00:00,2.9,1412.0,137.0,18.6,1256.0,333.0,525.0,98.0,1797.0,1435.0,24.9,50.9,1.5856,20,Friday,October,False
2004-10-08 21:00:00,1.5,1221.0,137.0,12.3,1061.0,163.0,619.0,76.0,1615.0,1178.0,24.6,52.2,1.5951,21,Friday,October,False
2004-10-08 22:00:00,1.5,1230.0,137.0,10.3,990.0,151.0,652.0,71.0,1559.0,1111.0,24.0,54.4,1.6049,22,Friday,October,False
2004-10-08 23:00:00,1.7,1247.0,137.0,9.6,961.0,167.0,666.0,71.0,1569.0,1112.0,23.8,56.1,1.6298,23,Friday,October,False
2004-11-08 00:00:00,0.9,847.0,137.0,2.7,630.0,106.0,1057.0,59.0,1091.0,537.0,10.2,71.6,0.8893,0,Monday,November,False
2004-11-08 01:00:00,0.8,798.0,137.0,2.5,621.0,109.0,1115.0,62.0,1041.0,524.0,10.6,61.3,0.7856,1,Monday,November,False
2004-11-08 02:00:00,0.7,757.0,137.0,1.7,561.0,67.0,1192.0,42.0,998.0,457.0,11.1,55.6,0.7344,2,Monday,November,False
2004-11-08 03:00:00,0.4,703.0,137.0,0.5,446.0,67.0,1523.0,42.0,918.0,360.0,11.5,50.4,0.6815,3,Monday,November,False
2004-11-08 04:00:00,0.2,689.0,137.0,0.3,407.0,13.0,1757.0,13.0,895.0,333.0,11.3,49.5,0.6615,4,Monday,November,False
2004-11-08 05:00:00,0.2,698.0,137.0,0.4,424.0,20.0,1665.0,18.0,903.0,339.0,10.8,50.9,0.657,5,Monday,November,False
2004-11-08 06:00:00,0.3,720.0,137.0,0.6,458.0,33.0,1536.0,26.0,917.0,358.0,10.9,50.1,0.6519,6,Monday,November,False
2004-11-08 07:00:00,0.7,797.0,137.0,2.1,593.0,146.0,1212.0,72.0,984.0,494.0,10.8,49.7,0.6429,7,Monday,November,False
2004-11-08 08:00:00,1.7,950.0,137.0,7.4,875.0,359.0,850.0,131.0,1179.0,828.0,10.7,50.4,0.6467,8,Monday,November,False
2004-11-08 09:00:00,1.8,887.0,137.0,5.9,809.0,322.0,899.0,133.0,1111.0,769.0,10.9,50.0,0.6531,9,Monday,November,False
2004-11-08 10:00:00,1.5,850.0,137.0,4.8,755.0,293.0,966.0,116.0,1051.0,714.0,12.1,46.5,0.653,10,Monday,November,False
2004-11-08 11:00:00,1.3,836.0,137.0,4.5,740.0,255.0,987.0,117.0,1046.0,672.0,12.4,44.1,0.6324,11,Monday,November,False
2004-11-08 12:00:00,1.2,827.0,137.0,5.1,768.0,233.0,972.0,103.0,1040.0,671.0,13.0,40.1,0.5989,12,Monday,November,False
2004-11-08 13:00:00,1.3,819.0,137.0,6.0,810.0,220.0,947.0,100.0,1027.0,631.0,13.4,36.3,0.5556,13,Monday,November,False
2004-11-08 14:00:00,1.8,919.0,137.0,10.0,978.0,246.0,820.0,105.0,1180.0,805.0,13.1,38.5,0.5776,14,Monday,November,False
2004-11-08 15:00:00,1.7,897.0,137.0,7.8,890.0,272.0,850.0,121.0,1139.0,808.0,11.5,46.4,0.6302,15,Monday,November,False
2004-11-08 16:00:00,2.2,973.0,137.0,11.2,1023.0,358.0,780.0,132.0,1226.0,964.0,13.1,40.4,0.606,16,Monday,November,False
2004-11-08 17:00:00,3.2,1065.0,137.0,17.0,1211.0,514.0,669.0,156.0,1364.0,1188.0,13.0,39.3,0.5877,17,Monday,November,False
2004-11-08 18:00:00,5.9,1341.0,137.0,31.0,1575.0,742.0,503.0,183.0,1778.0,1571.0,11.3,50.9,0.679,18,Monday,November,False
2004-11-08 19:00:00,6.6,1303.0,137.0,28.9,1524.0,742.0,515.0,183.0,1744.0,1580.0,10.6,53.4,0.6818,19,Monday,November,False
2004-11-08 20:00:00,6.6,1189.0,137.0,23.1,1381.0,742.0,566.0,183.0,1574.0,1426.0,9.5,57.9,0.6877,20,Monday,November,False
2004-11-08 21:00:00,6.6,1054.0,137.0,13.7,1106.0,742.0,679.0,183.0,1297.0,1239.0,8.6,60.5,0.6788,21,Monday,November,False
2004-11-08 22:00:00,6.6,943.0,137.0,8.0,900.0,742.0,816.0,183.0,1129.0,1064.0,8.5,59.7,0.6649,22,Monday,November,False
2004-11-08 23:00:00,6.6,903.0,137.0,7.4,872.0,742.0,855.0,183.0,1108.0,987.0,7.9,61.4,0.6582,23,Monday,November,False
2004-12-08 00:00:00,1.7,1092.0,137.0,7.0,855.0,194.0,750.0,84.0,1231.0,1061.0,15.0,59.3,1.0045,0,Wednesday,December,False
2004-12-08 01:00:00,1.9,1111.0,137.0,7.0,856.0,176.0,746.0,81.0,1254.0,1036.0,14.7,60.3,1.0031,1,Wednesday,December,False
2004-12-08 02:00:00,1.4,992.0,137.0,4.4,731.0,170.0,1035.0,77.0,1149.0,911.0,15.3,59.1,1.0191,2,Wednesday,December,False
2004-12-08 03:00:00,1.5,1051.0,137.0,6.1,815.0,170.0,1305.0,77.0,1203.0,951.0,12.3,69.7,0.9954,3,Wednesday,December,False
2004-12-08 04:00:00,1.7,1080.0,137.0,7.9,896.0,212.0,1075.0,75.0,1262.0,1033.0,11.6,72.5,0.9916,4,Wednesday,December,False
2004-12-08 05:00:00,1.0,893.0,137.0,3.1,655.0,146.0,990.0,69.0,1097.0,816.0,12.0,71.9,1.003,5,Wednesday,December,False
2004-12-08 06:00:00,0.9,923.0,137.0,3.2,664.0,177.0,988.0,67.0,1121.0,822.0,11.8,71.8,0.9909,6,Wednesday,December,False
2004-12-08 07:00:00,1.0,950.0,137.0,4.0,713.0,172.0,917.0,68.0,1139.0,841.0,11.8,71.4,0.9864,7,Wednesday,December,False
2004-12-08 08:00:00,1.0,947.0,137.0,3.2,666.0,159.0,985.0,68.0,1115.0,795.0,12.8,66.3,0.9804,8,Wednesday,December,False
2004-12-08 09:00:00,1.1,973.0,137.0,4.0,712.0,184.0,923.0,69.0,1157.0,831.0,13.2,65.2,0.9841,9,Wednesday,December,False
2004-12-08 10:00:00,1.7,1111.0,137.0,7.6,884.0,310.0,751.0,81.0,1280.0,1025.0,13.1,66.2,0.9933,10,Wednesday,December,False
2004-12-08 11:00:00,2.3,1206.0,137.0,9.8,969.0,363.0,701.0,95.0,1365.0,1178.0,14.3,63.3,1.0266,11,Wednesday,December,False
2004-12-08 12:00:00,2.1,1202.0,137.0,9.5,958.0,302.0,732.0,92.0,1330.0,1181.0,16.0,58.1,1.0482,12,Wednesday,December,False
2004-12-08 13:00:00,2.7,1261.0,137.0,11.2,1022.0,424.0,635.0,113.0,1407.0,1250.0,17.3,53.9,1.0562,13,Wednesday,December,False
2004-12-08 14:00:00,2.3,1102.0,137.0,6.9,855.0,258.0,763.0,98.0,1279.0,1039.0,17.3,53.3,1.0407,14,Wednesday,December,False
2004-12-08 15:00:00,1.2,997.0,137.0,4.6,742.0,179.0,911.0,82.0,1180.0,899.0,16.7,54.7,1.0311,15,Wednesday,December,False
2004-12-08 16:00:00,1.4,1049.0,137.0,5.5,790.0,221.0,870.0,96.0,1183.0,1019.0,15.4,58.9,1.02,16,Wednesday,December,False
2004-12-08 17:00:00,1.9,1082.0,137.0,6.5,834.0,303.0,800.0,107.0,1207.0,1057.0,15.2,58.0,0.9927,17,Wednesday,December,False
2004-12-08 18:00:00,2.6,1177.0,137.0,10.3,987.0,429.0,692.0,119.0,1324.0,1229.0,16.2,54.5,0.9956,18,Wednesday,December,False
2004-12-08 19:00:00,2.4,1166.0,137.0,8.9,935.0,357.0,756.0,114.0,1301.0,1135.0,16.5,55.3,1.0267,19,Wednesday,December,False
2004-12-08 20:00:00,3.5,1352.0,137.0,14.0,1118.0,438.0,625.0,127.0,1524.0,1188.0,14.6,72.1,1.1947,20,Wednesday,December,False
2004-12-08 21:00:00,3.5,1210.0,137.0,9.2,947.0,457.0,697.0,121.0,1404.0,1060.0,13.9,76.7,1.2098,21,Wednesday,December,False
2004-12-08 22:00:00,2.2,1161.0,137.0,8.2,909.0,355.0,721.0,109.0,1370.0,962.0,13.7,79.3,1.2326,22,Wednesday,December,False
2004-12-08 23:00:00,2.3,1142.0,137.0,7.2,866.0,348.0,815.0,107.0,1329.0,939.0,13.8,77.3,1.2169,23,Wednesday,December,False
2005-01-09 00:00:00,1.7,1120.0,137.0,6.3,826.0,242.0,750.0,127.0,1222.0,974.0,14.0,61.4,0.9773,0,Sunday,January,True
2005-01-09 01:00:00,1.6,1093.0,137.0,5.5,789.0,241.0,771.0,127.0,1206.0,949.0,13.5,63.4,0.9755,1,Sunday,January,True
2005-01-09 02:00:00,1.3,1112.0,137.0,5.6,791.0,218.0,764.0,118.0,1216.0,934.0,13.2,64.2,0.9706,2,Sunday,January,True
2005-01-09 03:00:00,0.8,986.0,137.0,3.4,674.0,218.0,883.0,118.0,1137.0,730.0,13.6,62.2,0.9643,3,Sunday,January,True
2005-01-09 04:00:00,0.8,934.0,137.0,2.3,609.0,70.0,976.0,55.0,1094.0,581.0,13.7,61.1,0.9537,4,Sunday,January,True
2005-01-09 05:00:00,0.6,919.0,137.0,1.8,571.0,54.0,1017.0,44.0,1082.0,521.0,13.5,63.8,0.9801,5,Sunday,January,True
2005-01-09 06:00:00,0.6,929.0,137.0,1.6,556.0,60.0,1035.0,46.0,1094.0,575.0,12.5,67.3,0.9743,6,Sunday,January,True
2005-01-09 07:00:00,0.5,919.0,137.0,1.6,552.0,55.0,1063.0,46.0,1080.0,522.0,13.2,64.2,0.9664,7,Sunday,January,True
2005-01-09 08:00:00,0.6,944.0,137.0,2.0,586.0,93.0,977.0,61.0,1090.0,586.0,13.1,63.4,0.9535,8,Sunday,January,True
2005-01-09 09:00:00,0.7,943.0,137.0,1.9,580.0,81.0,980.0,60.0,1074.0,566.0,13.8,60.5,0.9526,9,Sunday,January,True
2005-01-09 10:00:00,0.9,1036.0,137.0,3.5,683.0,109.0,846.0,71.0,1144.0,693.0,13.7,60.4,0.939,10,Sunday,January,True
2005-01-09 11:00:00,1.5,1168.0,137.0,5.7,797.0,251.0,698.0,111.0,1235.0,1022.0,14.0,59.7,0.9495,11,Sunday,January,True
2005-01-09 12:00:00,1.9,1232.0,137.0,8.1,903.0,284.0,626.0,127.0,1313.0,1152.0,15.0,56.2,0.9539,12,Sunday,January,True
2005-01-09 13:00:00,1.9,1236.0,137.0,8.1,901.0,262.0,628.0,128.0,1311.0,1108.0,16.9,50.9,0.9714,13,Sunday,January,True
2005-01-09 14:00:00,2.2,1278.0,137.0,12.6,1070.0,256.0,557.0,142.0,1479.0,1110.0,16.6,52.4,0.981,14,Sunday,January,True
2005-01-09 15:00:00,3.8,1369.0,137.0,18.1,1242.0,310.0,476.0,145.0,1669.0,1306.0,16.4,53.2,0.9826,15,Sunday,January,True
2005-01-09 16:00:00,2.0,1182.0,137.0,8.7,929.0,269.0,648.0,145.0,1324.0,1029.0,16.1,52.8,0.9579,16,Sunday,January,True
2005-01-09 17:00:00,2.2,1210.0,137.0,8.8,933.0,348.0,648.0,156.0,1327.0,1094.0,15.7,54.4,0.9616,17,Sunday,January,True
2005-01-09 18:00:00,3.3,1316.0,137.0,14.1,1121.0,396.0,548.0,154.0,1488.0,1282.0,15.4,55.3,0.9616,18,Sunday,January,True
2005-01-09 19:00:00,2.7,1221.0,137.0,9.3,952.0,432.0,641.0,165.0,1334.0,1147.0,15.2,54.7,0.9362,19,Sunday,January,True
2005-01-09 20:00:00,2.6,1260.0,137.0,11.6,1034.0,419.0,588.0,153.0,1402.0,1208.0,14.7,56.6,0.9392,20,Sunday,January,True
2005-01-09 21:00:00,2.5,1231.0,137.0,9.6,962.0,412.0,625.0,151.0,1348.0,1192.0,14.4,58.2,0.9495,21,Sunday,January,True
2005-01-09 22:00:00,1.5,1115.0,137.0,5.8,804.0,223.0,734.0,131.0,1220.0,1136.0,14.3,59.2,0.9608,22,Sunday,January,True
2005-01-09 23:00:00,1.9,1180.0,137.0,7.5,877.0,242.0,680.0,128.0,1297.0,1131.0,14.0,60.4,0.9622,23,Sunday,January,True
2005-02-09 00:00:00,0.8,1180.0,137.0,7.5,877.0,120.0,680.0,99.0,1297.0,1131.0,14.0,60.4,0.9622,0,Wednesday,February,False
2005-02-09 01:00:00,0.9,1180.0,137.0,7.5,877.0,122.0,680.0,100.0,1297.0,1131.0,14.0,60.4,0.9622,1,Wednesday,February,False
2005-02-09 02:00:00,0.7,1180.0,137.0,7.5,877.0,80.0,680.0,73.0,1297.0,1131.0,14.0,60.4,0.9622,2,Wednesday,February,False
2005-02-09 03:00:00,0.8,1180.0,137.0,7.5,877.0,80.0,680.0,73.0,1297.0,1131.0,14.0,60.4,0.9622,3,Wednesday,February,False
2005-02-09 04:00:00,0.8,1180.0,137.0,7.5,877.0,88.0,680.0,83.0,1297.0,1131.0,14.0,60.4,0.9622,4,Wednesday,February,False
2005-02-09 05:00:00,0.7,1180.0,137.0,7.5,877.0,109.0,680.0,92.0,1297.0,1131.0,14.0,60.4,0.9622,5,Wednesday,February,False
2005-02-09 06:00:00,0.6,1180.0,137.0,7.5,877.0,120.0,680.0,100.0,1297.0,1131.0,14.0,60.4,0.9622,6,Wednesday,February,False
2005-02-09 07:00:00,1.0,1180.0,137.0,7.5,877.0,233.0,680.0,149.0,1297.0,1131.0,14.0,60.4,0.9622,7,Wednesday,February,False
2005-02-09 08:00:00,1.7,1180.0,137.0,7.5,877.0,394.0,680.0,231.0,1297.0,1131.0,14.0,60.4,0.9622,8,Wednesday,February,False
2005-02-09 09:00:00,2.7,1180.0,137.0,7.5,877.0,424.0,680.0,245.0,1297.0,1131.0,14.0,60.4,0.9622,9,Wednesday,February,False
2005-02-09 10:00:00,3.3,1180.0,137.0,7.5,877.0,446.0,680.0,203.0,1297.0,1131.0,14.0,60.4,0.9622,10,Wednesday,February,False
2005-02-09 11:00:00,2.1,1180.0,137.0,7.5,877.0,266.0,680.0,165.0,1297.0,1131.0,14.0,60.4,0.9622,11,Wednesday,February,False
2005-02-09 12:00:00,2.0,1180.0,137.0,7.5,877.0,261.0,680.0,168.0,1297.0,1131.0,14.0,60.4,0.9622,12,Wednesday,February,False
2005-02-09 13:00:00,2.0,1180.0,137.0,7.5,877.0,220.0,680.0,151.0,1297.0,1131.0,14.0,60.4,0.9622,13,Wednesday,February,False
2005-02-09 14:00:00,2.3,1180.0,137.0,7.5,877.0,241.0,680.0,152.0,1297.0,1131.0,14.0,60.4,0.9622,14,Wednesday,February,False
2005-02-09 15:00:00,2.0,1180.0,137.0,7.5,877.0,208.0,680.0,144.0,1297.0,1131.0,14.0,60.4,0.9622,15,Wednesday,February,False
2005-02-09 16:00:00,2.1,1180.0,137.0,7.5,877.0,215.0,680.0,148.0,1297.0,1131.0,14.0,60.4,0.9622,16,Wednesday,February,False
2005-02-09 17:00:00,2.3,1180.0,137.0,7.5,877.0,257.0,680.0,176.0,1297.0,1131.0,14.0,60.4,0.9622,17,Wednesday,February,False
2005-02-09 18:00:00,3.1,1180.0,137.0,7.5,877.0,355.0,680.0,209.0,1297.0,1131.0,14.0,60.4,0.9622,18,Wednesday,February,False
2005-02-09 19:00:00,3.9,1180.0,137.0,7.5,877.0,415.0,680.0,240.0,1297.0,1131.0,14.0,60.4,0.9622,19,Wednesday,February,False
2005-02-09 20:00:00,3.8,1180.0,137.0,7.5,877.0,349.0,680.0,223.0,1297.0,1131.0,14.0,60.4,0.9622,20,Wednesday,February,False
2005-02-09 21:00:00,2.9,1180.0,137.0,7.5,877.0,254.0,680.0,187.0,1297.0,1131.0,14.0,60.4,0.9622,21,Wednesday,February,False
2005-02-09 22:00:00,2.2,1180.0,137.0,7.5,877.0,228.0,680.0,157.0,1297.0,1131.0,14.0,60.4,0.9622,22,Wednesday,February,False
2005-02-09 23:00:00,1.9,1180.0,137.0,7.5,877.0,156.0,680.0,123.0,1297.0,1131.0,14.0,60.4,0.9622,23,Wednesday,February,False
2005-03-09 00:00:00,1.4,1066.0,137.0,5.2,771.0,214.0,795.0,145.0,949.0,1247.0,5.5,49.6,0.4526,0,Wednesday,March,False
2005-03-09 01:00:00,1.3,1031.0,137.0,4.6,741.0,191.0,821.0,133.0,927.0,1144.0,4.9,52.2,0.4567,1,Wednesday,March,False
2005-03-09 02:00:00,1.0,973.0,137.0,3.2,663.0,154.0,889.0,117.0,887.0,1014.0,4.6,53.5,0.4584,2,Wednesday,March,False
2005-03-09 03:00:00,0.8,937.0,137.0,2.2,600.0,154.0,985.0,117.0,873.0,885.0,4.7,53.1,0.4589,3,Wednesday,March,False
2005-03-09 04:00:00,0.8,930.0,137.0,2.5,616.0,113.0,969.0,90.0,893.0,875.0,3.8,56.8,0.4614,4,Wednesday,March,False
